Date,OUTPUT,
05/12/2024 14:18:21,"<li style=""padding-bottom:.5em"">We have too many kids in juvenile detention and it’s getting dangerous, N.J. county says (<a href=""https://www.nj.com/atlantic/2024/12/we-have-too-many-kids-in-juvenile-detention-and-its-getting-dangerous-nj-county-says.html?outputType=amp"">NJ.com</a>)",
,-,
09/12/2024 11:57:30,"<li style=""padding-bottom:.5em"">NJ Transit boss will step down after seven years at helm of state transit agency (<a href=""https://newjerseyglobe.com/state-government/nj-transit-boss-leaving/"">NJ Globe</a>)",
09/12/2024 12:02:16,"<li style=""padding-bottom:.5em"">Large drones spotted over NJ reservoir, Trump golf club, and near Philly — lawmakers demanding answers (<a href=""https://www.inquirer.com/news/new-jersey/drones-new-jersey-trump-bedminster-golf-course-fbi-20241206.html"">The Inquirer</a> / <a href=""https://pressofatlanticcity.com/news/local/large-drones-spotted-in-philadelphia-area-as-fbi-investigates-mysterious-drone-sightings-in-nj/article_bfd21374-b62f-11ef-8429-3b856e1e731c.html"">Press of Atlantic City</a> / <a href=""https://www.nj.com/news/2024/12/drones-spotted-over-njs-largest-reservoir-worrying-local-officials.html?outputType=amp"">NJ.com</a> / <a href=""https://www.northjersey.com/story/news/new-jersey/2024/12/09/drones-over-new-jersey-lawmakers/76858482007/"">NorthJersey.com</a>)",
09/12/2024 12:04:02,"<li style=""padding-bottom:.5em"">How Asbury Park Press journalists reported the not-so-secret growth of antisemitism (<a href=""https://www.app.com/story/news/investigations/2024/12/09/asbury-park-press-antisemitism-lakewood-howell-jackson-brick/76808507007/"">Asbury Park Press</a>)",
09/12/2024 12:03:10,"<li style=""padding-bottom:.5em"">Food banks in New Jersey need support. Here’s how you can help (<a href=""https://whyy.org/articles/new-jersey-food-banks-support-insecurity/"">WHYY</a>)",
09/12/2024 12:05:29,"<li style=""padding-bottom:.5em"">Finally, the first new state plan in 23 years is unveiled for public comment (<a href=""https://www.njspotlightnews.org/2024/12/nj-officials-unveil-draft-state-plan-first-in-23-years/"">NJ Spotlight News</a>)",
,-,
10/12/2024 12:40:29,"<li style=""padding-bottom:.5em"">Governor signs new law to limit book bans and protect librarians (<a href=""https://newjerseymonitor.com/2024/12/09/governor-signs-new-law-to-limit-book-bans-and-protect-librarians/"">NJ Monitor</a> / <a href=""https://www.northjersey.com/story/news/new-jersey/2024/12/09/nj-law-slow-books-bans-libraries-signed-murphy/76864480007/"">NorthJersey.com</a>)",
10/12/2024 12:40:08,"<li style=""padding-bottom:.5em"">Andy Kim is now New Jersey’s newest senator (<a href=""https://newjerseymonitor.com/2024/12/09/andy-kim-is-now-new-jerseys-newest-senator/"">NJ Monitor</a> / <a href=""https://newjerseyglobe.com/congress/andy-kim-sworn-into-u-s-senate/"">NJ Globe</a> / <a href=""https://www.njspotlightnews.org/2024/12/a-month-early-kim-joins-u-s-senate/"">NJ Spotlight News</a> / <a href=""https://www.northjersey.com/story/news/politics/2024/12/09/andy-kim-takes-oath-office-nj-new-senator/76869234007/"">NorthJersey.com</a> / <a href=""https://www.inquirer.com/politics/new-jersey/andy-kim-swearing-in-new-jersey-senate-20241209.html"">The Inquirer</a>)",
10/12/2024 12:42:59,"<li style=""padding-bottom:.5em"">N.J. military base had 11 ‘confirmed’ mystery drone sightings, Army says (<a href=""https://www.nj.com/morris/2024/12/nj-military-base-had-11-confirmed-mystery-drone-sightings-army-says.html?outputType=amp"">NJ.com</a>)",
,-,
11/12/2024 10:44:57,"<li style=""padding-bottom:.5em"">Gov. Murphy to meet with FBI, officials over mystery drone sightings (<a href=""https://pressofatlanticcity.com/news/state-regional/government-politics/new-jersey-drones-sightings-fbi/article_44f7ba9a-b7b1-11ef-83e7-13ba59f931cc.html"">Press of Atlantic City</a>)",
11/12/2024 10:47:48,"<li style=""padding-bottom:.5em"">Ban drone flights and declare state of emergency, N.J. lawmaker says (<a href=""https://www.nj.com/union/2024/12/ban-drone-flights-and-declare-state-of-emergency-nj-lawmaker-says.html?outputType=amp"">NJ.com</a> / <a href=""https://www.huffpost.com/entry/new-jersey-drone-flights-state-mystery_n_67586776e4b063b52a99d9cb?ro"">HuffPost</a>)",
11/12/2024 10:44:36,"<li style=""padding-bottom:.5em"">These New Jersey candidates for governor agree on one thing: The primary date should change to accommodate Shavuot (<a href=""https://www.inquirer.com/politics/new-jersey/new-jersey-primary-date-shavuot-20241210.html"">The Inquirer</a> / <a href=""https://newjerseyglobe.com/voters/38th-district-legislators-share-concerns-over-election-date/"">NJ Globe</a> / <a href=""https://pressofatlanticcity.com/news/local/government-politics/elections/suleiman-shavuot-primary-politics/article_4e2acbb6-b7ca-11ef-8cd7-737e79fccfa5.html"">Press of Atlantic City</a>)",
11/12/2024 10:44:18,"<li style=""padding-bottom:.5em"">The mystery drone sightings in New Jersey are spreading to Philly suburbs, prompting more questions (<a href=""https://www.inquirer.com/news/new-jersey/drones-philadelphia-nj-sightings-20241210.html"">The Inquirer</a>)",
11/12/2024 10:46:44,"<li style=""padding-bottom:.5em"">New federal legislation would help officials monitor drone activity amid mystery in NJ (<a href=""https://www.northjersey.com/story/news/new-jersey/2024/12/10/nj-drone-sightings-inspire-new-proposed-legislation/76884621007/"">NorthJersey.com</a>)",
11/12/2024 10:47:13,"<li style=""padding-bottom:.5em"">Mystery drone sightings expand to more N.J. counties. Here’s what we know. (<a href=""https://www.nj.com/news/2024/12/mystery-drone-sightings-expand-across-nj-heres-what-we-know.html?outputType=amp"">NJ.com</a>)",
11/12/2024 10:46:38,"<li style=""padding-bottom:.5em"">They're not our drones, says Picatinny Arsenal. But Morris base confirms sightings (<a href=""https://www.northjersey.com/story/news/2024/12/10/picatinny-arsenal-nj-mystery-drones-not-theirs-sightings/76890630007/"">NorthJersey.com</a>)",
11/12/2024 10:46:25,"<li style=""padding-bottom:.5em"">FBI to frustrated Congress: 'We just don't know' who is behind mystery drone flights in NJ (<a href=""https://www.northjersey.com/story/news/2024/12/10/drones-over-nj-fbi-congress-dont-know-behind-it/76896895007/"">NorthJersey.com</a>)",
,-,
11/12/2024 17:32:22,"<li style=""padding-bottom:.5em"">Water utility was in ‘haphazard state’ before major drinking water slip up, document shows (<a href=""https://www.nj.com/mercer/2024/12/water-utility-was-in-haphazard-state-before-major-drinking-water-slip-up-document-shows.html?outputType=amp"">NJ.com</a>)",
16/12/2024 09:03:12,"<li style=""padding-bottom:.5em"">State Comptoller investigation uncovers fraud, waste and abuse at “New Jersey’s worst nursing home” (<a href=""https://jerseyvindicator.org/2024/12/13/state-comptoller-investigation-uncovers-fraud-waste-and-abuse-at-new-jerseys-worst-nursing-home/"">Jersey Vindicator</a> / <a href=""https://content.govdelivery.com/accounts/NJOSC/bulletins/3c69169"">NJ Office of the State Comptroller</a> / <a href=""https://whyy.org/articles/south-jersey-extended-care-nursing-home-medicaid-funding-comptroller/"">WHYY</a>)",
16/12/2024 09:07:01,"<li style=""padding-bottom:.5em"">Taxpayers paid $121M to settle 350+ lawsuits against New Jersey in 2023 (<a href=""https://newjerseymonitor.com/2024/12/13/taxpayers-paid-121m-to-settle-350-lawsuits-against-new-jersey-in-2023/"">NJ Monitor</a>)",
2024-12-16 09:10:21,"<li style=""padding-bottom:.5em"">Most reported drone sightings in NJ are unfounded, FBI says (<a href=""https://www.northjersey.com/story/news/new-jersey/2024/12/14/nj-drone-sightings-unfounded-fbi/76993442007/"">NorthJersey.com</a>)",
,-,
17/12/2024 10:50:23,"<li style=""padding-bottom:.5em"">Assembly committee approves amended ballot design bill (<a href=""https://newjerseyglobe.com/legislature/committee-sends-amended-ballot-design-bill-to-assembly/"">NJ Globe</a> / <a href=""https://newjerseymonitor.com/2024/12/16/assembly-panel-approves-overhaul-of-new-jersey-primary-ballots/"">NJ Monitor</a> / <a href=""https://www.njspotlightnews.org/video/nj-lawmakers-vote-to-reform-primary-ballot/"">NJ Spotlight News</a>)",
17/12/2024 10:51:15,"<li style=""padding-bottom:.5em"">Governor Murphy grants clemency to 36, with ‘fairness and not favor’ as guide (<a href=""https://newjerseymonitor.com/2024/12/16/governor-murphy-grants-clemency-to-36-with-fairness-and-not-favor-as-guide/"">NJ Monitor</a> / <a href=""https://www.inquirer.com/politics/new-jersey/nj-governor-phil-murphy-pardons-clemency-20241216.html"">The Inquirer</a> / <a href=""https://newjerseyglobe.com/governor/murphy-issues-first-pardons-as-n-j-governor/"">NJ Globe</a> / <a href=""https://whyy.org/articles/new-jersey-governor-murphy-pardons-33-commutes-3-sentences/"">Associated Press</a> / <a href=""https://www.njspotlightnews.org/video/murphy-grants-clemency-for-36-individuals/"">NJ Spotlight News</a> / <a href=""https://www.northjersey.com/story/news/new-jersey/2024/12/16/nj-prisons-pardons-phil-murphy-clemency/77023545007/"">NorthJersey.com</a>)",
17/12/2024 10:58:06,"<li style=""padding-bottom:.5em"">State moves to revamp charter school laws after damning NJ.com reports (<a href=""https://www.nj.com/news/2024/12/state-moves-to-revamp-charter-school-laws-after-damning-njcom-reports.html?outputType=amp"">NJ.com</a> / <a href=""https://www.njspotlightnews.org/2024/12/charter-school-reforms-under-consideration/"">NJ Spotlight News</a>)",
,-,
18/12/2024 10:44:43,"<li style=""padding-bottom:.5em"">Unemployment (up to $875), disability, workers’ comp benefits to rise in January (<a href=""https://www.roi-nj.com/2024/12/18/politics/unemployment-up-to-875-disability-workers-comp-benefits-to-rise-in-january/"">ROI-NJ</a> / <a href=""https://www.northjersey.com/story/news/2024/12/17/nj-unemployment-weekly-benefits-rise-january-2025/77048397007/"">NorthJersey.com</a>)",
18/12/2024 10:45:26,"<li style=""padding-bottom:.5em"">NJ recovered nearly $596M from lawsuits, investigations in 2023 (<a href=""https://njbiz.com/nj-recovered-nearly-596m-from-lawsuits-investigations-in-2023/"">NJBIZ</a> / <a href=""https://newjerseyglobe.com/state-government/platkin-announces-596-million-in-civil-settlements-in-2023/"">NJ Globe</a>)",
2024-12-18 10:44:36,"<li style=""padding-bottom:.5em"">Trenton Water crisis: Study highlights financial chaos, billing delays, outdated equipment, worker shortages (<a href=""https://jerseyvindicator.org/2024/12/17/trenton-water-crisis-study-highlights-financial-chaos-billing-delays-outdated-equipment-worker-shortages/"">Jersey Vindicator</a>)",
,-,
02/01/2025 10:24:56,"<li style=""padding-bottom:.5em"">NYC congestion pricing ruling interpreted differently as Jan. 5 start nears (<a href=""https://njbiz.com/nyc-congestion-pricing-ruling-interpreted-differently-as-jan-5-start-nears/"">NJBIZ</a> / <a href=""https://www.app.com/story/news/transportation/2024/12/30/ny-congestion-pricing-moves-forward-as-lawsuit-proceeds/77331957007/"">Asbury Park Press</a>)",
02/01/2025 10:27:35,"<li style=""padding-bottom:.5em"">New Jersey commuters face higher tolls, gas tax and public transit fares in 2025 (<a href=""https://whyy.org/articles/new-jersey-tolls-public-transit-fares/"">WHYY</a> / <a href=""https://newjerseymonitor.com/2024/12/30/toll-hikes-fare-increases-on-the-way-in-new-year/"">NJ Monitor</a> / <a href=""https://www.nj.com/news/2024/12/it-will-cost-you-more-to-use-these-nj-toll-roads-bridges-in-2025.html?outputType=amp"">NJ.com</a> / <a href=""https://www.njspotlightnews.org/2024/12/nj-faces-higher-2025-gas-tax-highway-tolls-nj-transit-fares-nyc-congestion-pricing-toll/"">NJ Spotlight News</a>)",
02/01/2025 10:26:54,"<li style=""padding-bottom:.5em"">Minimum wage for most New Jersey workers rises to $15.49 (<a href=""https://newjerseymonitor.com/briefs/minimum-wage-for-most-new-jersey-workers-rises-to-15-49/"">NJ Monitor</a> / <a href=""https://www.nj.com/politics/2025/01/the-minimum-wage-just-went-up-again-in-nj.html?outputType=amp"">NJ.com</a>)",
02/01/2025 10:30:39,"<li style=""padding-bottom:.5em"">Drones banned over parts of another 9 towns in N.J. (<a href=""https://www.nj.com/news/2024/12/drones-banned-over-parts-of-another-9-towns-in-nj.html?outputType=amp"">NJ.com</a>)",
,-,
08/01/2025 09:43:36,"<li style=""padding-bottom:.5em"">Officials defend law dropping test requirement for would-be teachers (<a href=""https://newjerseymonitor.com/2025/01/08/officials-defend-law-dropping-basic-skill-test-requirement-for-would-be-teachers/"">NJ Monitor</a> / <a href=""https://www.northjersey.com/story/news/2025/01/07/nj-teacher-shortage-basic-skills-test/77507556007/"">NorthJersey.com</a> / <a href=""https://www.nj.com/education/2025/01/nj-drops-basic-reading-test-for-teachers-heres-why-elon-musk-and-others-are-upset.html?outputType=amp"">NJ.com</a>)",
08/01/2025 09:46:29,"<li style=""padding-bottom:.5em"">Here’s what’s driving the surge in homelessness (<a href=""https://www.njspotlightnews.org/video/heres-whats-driving-the-surge-in-homelessness/"">NJ Spotlight News</a>)",
08/01/2025 09:47:13,"<li style=""padding-bottom:.5em"">NJ coast protected by Biden’s sweeping offshore ban (<a href=""https://www.njspotlightnews.org/2025/01/nj-coast-protected-by-biden-offshore-drilling-ban/"">NJ Spotlight News</a>)",
08/01/2025 09:48:33,"<li style=""padding-bottom:.5em"">Kids are refusing to go to school. It’s a growing crisis that has N.J. parents baffled. (<a href=""https://www.nj.com/education/2025/01/struggling-to-show-up.html?outputType=amp"">NJ.com</a>)",
,-,
08/01/2025 18:25:50,"<li style=""padding-bottom:.5em"">Watchdog finds signs politics drove Trump DOJ’s probes of pandemic nursing home deaths in NJ and NY (<a href=""https://www.politico.com/news/2025/01/07/watchdog-finds-signs-politics-drove-trump-doj-probes-pandemic-nursing-home-deaths-002055"">Politico</a> / <a href=""https://www.reuters.com/world/us/doj-officials-may-have-tried-sway-2020-election-trump-watchdog-says-2025-01-08/"">Reuters</a>)",
09/01/2025 09:59:14,"<li style=""padding-bottom:.5em"">Tentative agreement avoids another port strike (<a href=""https://njbiz.com/tentative-agreement-avoids-another-port-strike/"">NJBIZ</a> / <a href=""https://www.northjersey.com/story/news/business/2025/01/09/nj-strike-dockworkers-shipping-companies-reach-deal/77572886007/"">NorthJersey.com</a>)",
09/01/2025 10:01:18,"<li style=""padding-bottom:.5em"">Shootings reached recorded low in N.J. in 2024, governor says (<a href=""https://newjerseymonitor.com/briefs/shootings-reached-recorded-low-in-n-j-in-2024-governor-says/"">NJ Monitor</a> / <a href=""https://www.njspotlightnews.org/video/murphy-praises-leaders-and-laws-for-dramatic-drop-in-gun-violence/"">NJ Spotlight News</a> / <a href=""https://newjerseyglobe.com/governor/new-jersey-sets-state-record-for-fewest-people-shot-in-a-year/"">NJ Globe</a>)",
09/01/2025 10:04:32,"<li style=""padding-bottom:.5em"">North Jersey wastewater sample tests positive for bird flu. Here's what it means (<a href=""https://www.northjersey.com/story/news/2025/01/08/nj-wastewater-sample-tests-positive-bird-flu/77550215007/"">NorthJersey.com</a>)",
,-,
10/01/2025 12:57:51,"<li style=""padding-bottom:.5em"">He knew of sex abuse allegations on campus. Now he’s university president. (<a href=""https://www.politico.com/news/2024/12/21/seton-hall-president-sexual-abuse-scandal-00194814"">Politico</a>)",
13/01/2025 11:22:15,"<li style=""padding-bottom:.5em"">Prosecutors seek 15-year prison term for ex-Sen. Bob Menendez in bribery scheme (<a href=""https://newjerseymonitor.com/2025/01/10/prosecutors-seek-15-year-prison-term-for-ex-sen-bob-menendez-in-bribery-scheme/"">NJ Monitor</a> / <a href=""https://newjerseyglobe.com/judiciary/bob-menendez-statement-on-sentencing-memorandum/"">NJ Globe</a> / <a href=""https://whyy.org/articles/prosecutors-15-years-prison-senator-bob-menendez-new-jersey/"">Associated Press</a> / <a href=""https://www.northjersey.com/story/news/new-jersey/2025/01/10/bob-menendez-federal-prosecutors-seek-15-year-sentence/77598471007/"">NorthJersey.com</a>)",
13/01/2025 11:21:45,"<li style=""padding-bottom:.5em"">Congestion toll cuts time on tunnel crossings, but few effects on NYC traffic (<a href=""https://newjerseymonitor.com/2025/01/13/congestion-toll-cuts-time-on-tunnel-crossings-but-few-effects-on-nyc-traffic/"">NJ Monitor</a>)",
13/01/2025 11:25:30,"<li style=""padding-bottom:.5em"">Report: NJ police used controversial training program after ordered not to (<a href=""https://www.njspotlightnews.org/video/report-nj-police-used-controversial-training-program-after-ordered-not-to/"">NJ Spotlight News</a> / <a href=""https://whyy.org/articles/new-jersey-comptroller-street-cop-investigation/"">WHYY</a>)",
,-,
14/01/2025 10:36:44,"<li style=""padding-bottom:.5em"">Leaked draft: Global Studies unreleased report found students endured anti-Black racism (<a href=""https://www.chalkbeat.org/newark/2025/01/13/school-of-global-studies-report-shows-students-endured-anti-black-racism/"">Chalkbeat Newark</a>)",
14/01/2025 11:07:14,"<li style=""padding-bottom:.5em"">New Jersey Gov. Phil Murphy prepares to deliver his State of the State address (<a href=""https://pressofatlanticcity.com/news/state-regional/government-politics/gov-phil-murphy-state-address/article_ef2045d8-d1e1-11ef-8c77-1f9a805809f4.html"">Press of Atlantic City</a> / <a href=""https://www.njspotlightnews.org/2025/01/new-jerseys-key-issues-gov-phil-murphys-final-year-in-office/"">NJ Spotlight News</a> / <a href=""https://www.nj.com/news/2025/01/murphy-vows-things-that-are-really-cool-in-state-of-the-state-address-today-heres-how-to-watch.html?outputType=amp"">NJ.com</a>)",
14/01/2025 11:06:41,"<li style=""padding-bottom:.5em"">New Jersey wants to eliminate traffic deaths in the state by 2040 (<a href=""https://whyy.org/articles/new-jersey-target-zero-commission-traffic-deaths/"">WHYY</a> / <a href=""https://newjerseymonitor.com/2025/01/13/new-law-creates-panel-to-reduce-traffic-deaths-to-zero-in-15-years/"">NJ Monitor</a> / <a href=""https://www.northjersey.com/story/news/transportation/2025/01/13/nj-high-pedestrian-death-rate-bill-signed-phil-murphy/77510134007/"">NorthJersey.com</a>)",
14/01/2025 11:06:22,"<li style=""padding-bottom:.5em"">Bill to curb packaging waste stalls again after critics, supporters seek changes (<a href=""https://newjerseymonitor.com/2025/01/14/bill-to-curb-packaging-waste-stalls-again-after-critics-supporters-seek-changes/"">NJ Monitor</a>)",
,-,
21/01/2025 10:55:10,"<li style=""padding-bottom:.5em"">Murphy asks Trump to help on congestion pricing; Fulop calls governor ‘out of touch’ (<a href=""https://newjerseyglobe.com/state-government/murphy-asks-trump-to-help-on-congestion-pricing-fulop-calls-governor-out-of-touch/"">NJ Globe</a> / <a href=""https://www.northjersey.com/story/news/transportation/2025/01/20/phil-murphy-appeals-donald-trump-help-stop-congestion-pricing/77839933007/"">NorthJersey.com</a>)",
21/01/2025 10:58:44,"<li style=""padding-bottom:.5em"">N.J.’s power grid is stressed and it might get worse, analysis finds (<a href=""https://www.nj.com/monmouth/2025/01/njs-power-grid-is-stressed-and-it-might-get-worse-analysis-finds.html?outputType=amp"">NJ.com</a>)",
21/01/2025 10:57:14,"<li style=""padding-bottom:.5em"">NJ parents, educators embrace Murphy cellphone ban call in schools. Students weigh in (<a href=""https://www.app.com/story/news/education/2025/01/21/should-nj-schools-ban-cellphones-gov-phil-murphy-toms-river-high-school-barneget-township-schools/77727708007/"">Asbury Park Press</a>)",
,-,
22/01/2025 10:44:44,"<li style=""padding-bottom:.5em"">New Jersey and other states sue to stop Trump from ending birthright citizenship (<a href=""https://www.inquirer.com/news/birthright-citizenship-executive-order-lawsuit-nj-20250121.html"">The Inquirer</a> / <a href=""https://www.northjersey.com/story/news/new-jersey/2025/01/21/nj-lawsuit-birthright-citizenship-trump/77852147007/"">NorthJersey.com</a> / <a href=""https://www.njspotlightnews.org/video/nj-challenges-trumps-order-blocking-birthright-citizenship/"">NJ Spotlight News</a>)",
22/01/2025 10:49:10,"<li style=""padding-bottom:.5em"">N.J. city may ban homeless people from sleeping outside (<a href=""https://www.nj.com/passaic-county/2025/01/nj-city-may-ban-homeless-people-from-sleeping-outside.html?outputType=amp"">NJ.com</a>)",
22/01/2025 10:48:02,"<li style=""padding-bottom:.5em"">NJ school districts seek ways to help students who could face deportation under Trump (<a href=""https://www.northjersey.com/story/news/education/2025/01/22/nj-schools-look-to-aid-immigrant-students-who-face-deportation/77745019007/"">NorthJersey.com</a>)",
,-,
23/01/2025 13:51:07,"<li style=""padding-bottom:.5em"">More than 100,000 ducks to be euthanized at New York farm after bird flu outbreak (<a href=""https://www.app.com/story/news/health/2025/01/22/duck-farm-bird-flu-long-island/77890379007/"">Asbury Park Press</a>)",
23/01/2025 13:49:54,"<li style=""padding-bottom:.5em"">Judge questions N.J. prosecutors about George Norcross racketeering case as defense calls for charges to be tossed (<a href=""https://www.inquirer.com/news/new-jersey/george-norcross-racketeering-indictment-lawyers-20250122.html"">The Inquirer</a> / <a href=""https://newjerseymonitor.com/2025/01/22/judge-weighing-dismissal-of-charges-against-dem-power-broker-george-norcross/"">NJ Monitor</a> / <a href=""https://newjerseyglobe.com/judiciary/judge-hears-norcross-motion-to-dismiss-stays-mum-on-timeline/"">NJ Globe</a>)",
23/01/2025 13:49:24,"<li style=""padding-bottom:.5em"">Cutlery and condiments are next frontier in crusade to cut plastic waste (<a href=""https://newjerseymonitor.com/2025/01/23/cutlery-and-condiments-are-next-frontier-in-crusade-to-cut-plastic-waste/"">NJ Monitor</a>)",
23/01/2025 13:51:20,"<li style=""padding-bottom:.5em"">NJ advises schools on how to protect students from ICE agents (<a href=""https://www.njspotlightnews.org/2025/01/nj-education-department-school-guidance-protecting-immigrant-students-from-ice-while-complying-with-law/"">NJ Spotlight News</a>)",
23/01/2025 13:51:57,"<li style=""padding-bottom:.5em"">Trump promises inquiry into drone sightings (<a href=""https://www.njspotlightnews.org/video/trump-promises-inquiry-into-drone-sightings/"">NJ Spotlight News</a>)",
,-,
24/01/2025 12:00:50,"<li style=""padding-bottom:.5em"">Rutgers Center Cancels Conference in Response to Trump DEI Orders (<a href=""https://www.insidehighered.com/news/quick-takes/2025/01/24/rutgers-cancels-hbcu-event-align-trump-dei-orders"">Inside Higher Ed</a> / <a href=""https://www.app.com/story/news/education/2025/01/25/rutgers-cancels-dei-conference-following-trump-executive-orders/77946294007/"">Asbury Park Press</a>)",
27/01/2025 10:51:24,"<li style=""padding-bottom:.5em"">Immigrant activists conflicted on new state guidance to N.J. schools (<a href=""https://newjerseymonitor.com/2025/01/24/immigrant-activists-conflicted-on-new-state-guidance-to-n-j-schools/"">NJ Monitor</a>)",
27/01/2025 10:50:05,"<li style=""padding-bottom:.5em"">Baraka smacks pusillanimous Rutgers officials for caving to Trump (<a href=""https://newjerseyglobe.com/governor/baraka-smacks-pusillanimous-rutgers-officials-for-caving-to-trumo/"">NJ Globe</a>)",
27/01/2025 10:51:09,"<li style=""padding-bottom:.5em"">N.J. leaders slam ICE raid in Newark as ‘chilling,’ ‘cruel’ (<a href=""https://newjerseymonitor.com/2025/01/24/n-j-leaders-slam-ice-raid-in-newark-as-chilling-cruel/"">NJ Monitor</a> / <a href=""https://www.inquirer.com/news/new-jersey/ice-raid-newark-nj-ocean-seafood-depot-20250124.html"">The Inquirer</a> / <a href=""https://www.njspotlightnews.org/2025/01/ice-raid-at-newark-fish-market-draws-outrage-raises-fears/"">NJ Spotlight News</a> / <a href=""https://whyy.org/articles/newark-new-jersey-ice-raid-fish-market/"">WHYY</a>)",
,-,
28/01/2025 11:54:20,"<li style=""padding-bottom:.5em"">N.J. 2025 governor candidates answer questions on segregation and equity (<a href=""https://jerseybee.org/2025/01/27/n-j-2025-governor-candidates-answer-questions-on-segregation-and-equity/"">The Jersey Bee</a>)",
28/01/2025 11:54:13,"<li style=""padding-bottom:.5em"">On the brink of collapse: New regional utility proposed as solution to Trenton’s water woes (<a href=""https://jerseyvindicator.org/2025/01/28/on-the-brink-of-collapse-new-regional-utility-proposed-as-solution-to-trentons-water-woes/"">Jersey Vindicator</a> / <a href=""https://newjerseymonitor.com/2025/01/27/state-warns-of-looming-systemic-failure-of-trentons-water-utility/"">NJ Monitor</a> / <a href=""https://whyy.org/articles/trenton-water-works-overhaul-new-jersey-environmental-regulators/"">WHYY</a>)",
28/01/2025 11:59:22,"<li style=""padding-bottom:.5em"">ICE raid in Newark prompts calls for NJ immigrant protections (<a href=""https://www.njspotlightnews.org/video/ice-raid-in-newark-prompts-calls-for-nj-immigrant-protections/"">NJ Spotlight News</a>)",
28/01/2025 12:00:54,"<li style=""padding-bottom:.5em"">N.J. school districts already cracking down on cellphones amid call for statewide ban (<a href=""https://www.nj.com/education/2025/01/nj-school-districts-already-cracking-down-on-cellphones-amid-call-for-statewide-ban.html?outputType=amp"">NJ.com</a> / <a href=""https://pressofatlanticcity.com/news/local/education/south-jersey-school-cellphone-ban/article_897e5b0a-d96d-11ef-9867-9b7997c20743.html"">Press of Atlantic City</a>)",
,-,
28/01/2025 15:08:12,"<li style=""padding-bottom:.5em"">NY, NJ immigration enforcement offices now have quotas. It's 75 arrests a day or else, report says. (<a href=""https://gothamist.com/news/ny-nj-immigration-enforcement-offices-now-have-quotas-its-75-arrests-a-day-or-else-report-says"">Gothamist</a> / <a href=""https://whyy.org/articles/new-jersey-immigrants-ice-raids-quota/"">WHYY</a>)",
29/01/2025 11:57:54,"<li style=""padding-bottom:.5em"">Drones over New Jersey were ‘not the enemy,’ Trump’s press secretary says (<a href=""https://www.inquirer.com/news/new-jersey/drones-new-jersey-faa-trump-karoline-leavitt-20250128.html"">The Inquirer</a> / <a href=""https://www.njspotlightnews.org/video/nj-drones-were-authorized-by-faa-white-house-says/"">NJ Spotlight News</a> / <a href=""https://www.app.com/story/news/local/new-jersey/2025/01/29/trump-drones-new-jersey-over-nj-faa/78005759007/"">Asbury Park Press</a> / <a href=""https://www.northjersey.com/story/news/new-jersey/2025/01/28/drones-nj-from-faa-research-white-house/77999241007/"">NorthJersey.com</a>)",
29/01/2025 11:56:24,"<li style=""padding-bottom:.5em"">Platkin joins suit against Trump over federal grant freeze (<a href=""https://newjerseyglobe.com/judiciary/platkin-joins-suit-against-trump-over-federal-grant-freeze/"">NJ Globe</a> / <a href=""https://newjerseymonitor.com/briefs/new-jersey-attorney-general-and-other-states-sue-to-stop-federal-funding-freeze/"">NJ Monitor</a> / <a href=""https://www.northjersey.com/story/news/new-jersey/2025/01/28/nj-lawsuit-trump-order-federal-grants-paused-freeze-fafsa/78000495007/"">NorthJersey.com</a>)",
,-,
30/01/2025 11:43:02,"<li style=""padding-bottom:.5em"">Bob Menendez, New Jersey’s disgraced former U.S. senator, sentenced to 11 years in prison after corruption conviction (<a href=""https://whyy.org/articles/bob-menendez-sentencing-bribes-conviction/"">WHYY</a> / <a href=""https://newjerseyglobe.com/congress/menendez-sentenced-to-11-years-in-prison-for-role-in-bribery-plot/"">NJ Globe</a> / <a href=""https://njbiz.com/menendez-sentenced-to-11-years-in-prison-in-corruption-case/"">NJBIZ</a> / <a href=""https://newjerseymonitor.com/2025/01/29/former-sen-bob-menendez-sentenced-to-11-years-in-bribery-scheme/"">NJ Monitor</a> / <a href=""https://www.inquirer.com/politics/bob-menendez-sentencing-bribery-conviction-new-jersey-20250129.html"">The Inquirer</a> / <a href=""https://www.njspotlightnews.org/video/menendez-sentenced-to-11-years-for-corruption-scandal/"">NJ Spotlight News</a>)",
30/01/2025 11:42:28,"<li style=""padding-bottom:.5em"">¿Cuáles son tus derechos si ICE llega a tu hogar o trabajo? (<a href=""https://www.inquirer.com/espanol/servicio-de-inmigracin-y-control-ice-explican-tus-derechos-civiles-20250130.html"">The Inquirer</a> / What are your rights if ICE comes to your home or work? (<a href=""https://www.inquirer.com/news/philadelphia/immigration-customs-enforcement-rights-philadelphia-20250130.html"">The Inquirer</a>)",
30/01/2025 11:42:03,"<li style=""padding-bottom:.5em"">NJ Transit engineers strike looms as union rejects proposal over wage dispute (<a href=""https://newjerseymonitor.com/2025/01/29/nj-transit-engineers-strike-looms-as-union-rejects-proposal-over-wage-dispute/"">NJ Monitor</a>)",
